budget,id,original_language,popularity,release_date,revenue,title,vote_average,vote_count,budget_over_rating
0,8280,fr,9.542657,2007-12-24,0.0,the_secret_of_the_grain,7.4,44.0,0.0
0,125705,en,0.584251,2000-12-10,0.0,hamlet,0.0,0.0,0.0
0,36746,en,0.408705,2007-07-27,0.0,punk's_not_dead,6.3,7.0,0.0
0,36402,pl,0.617523,2004-10-08,0.0,the_welts,7.9,7.0,0.0
0,317,bs,0.623465,2006-03-01,0.0,grbavica:_the_land_of_my_dreams,6.9,15.0,0.0
35000000,12437,en,11.654958,2009-01-22,91353501.0,underworld:_rise_of_the_lycans,6.2,1447.0,0.0
60000000,2309,en,13.570926,2008-12-11,57490374.0,inkheart,6.0,610.0,0.0
0,86363,en,0.353156,1956-11-15,0.0,gun_the_man_down,6.0,1.0,0.0
0,60542,en,0.554577,1948-02-20,0.0,albuquerque,7.1,7.0,0.0
0,162865,en,0.069688,1945-06-14,0.0,why_we_fight:_war_comes_to_america,5.0,1.0,0.0
0,47658,en,0.640139,2006-11-24,0.0,john_waters:_this_filthy_world,8.2,10.0,0.0
0,31688,lv,0.62718,2008-01-01,0.0,the_soviet_story,6.9,10.0,0.0
0,14076,en,1.38264,2008-08-22,0.0,shoot_on_sight,6.2,11.0,0.0
0,13942,en,3.076072,2008-11-07,0.0,the_alphabet_killer,5.2,50.0,0.0
0,18543,en,7.482477,1992-06-10,0.0,revenge_of_the_nerds_iii:_the_next_generation,4.0,18.0,0.0
0,21029,en,2.707017,1994-05-09,0.0,revenge_of_the_nerds_iv:_nerds_in_love,3.5,19.0,0.0
0,50307,en,0.082617,1930-09-28,0.0,soup_to_nuts,3.5,2.0,0.0
0,49511,en,1.51655,2000-09-02,0.0,chinese_coffee,6.3,16.0,0.0
0,27440,en,1.4001,2007-01-01,0.0,save_me,5.1,11.0,0.0
9750000,13825,en,11.387338,2008-10-21,558000.0,the_lazarus_project,6.0,116.0,0.0
0,250093,en,0.479367,1972-07-19,0.0,the_man,8.0,1.0,0.0
0,15227,en,1.356131,1979-08-04,0.0,galaxy_express_999,6.2,12.0,0.0
26000000,14560,en,13.003122,2009-01-15,183293131.0,paul_blart:_mall_cop,5.2,807.0,0.0
0,14410,en,5.336296,2009-01-16,43051547.0,notorious,6.6,163.0,0.0
16000000,13788,en,7.108555,2009-01-09,76514050.0,the_unborn,4.8,373.0,0.0
0,13429,en,2.804154,2008-07-18,0.0,donkey_punch,4.5,52.0,0.0
0,6733,de,2.961854,2006-11-15,0.0,where_is_fred?,6.1,57.0,0.0
0,14871,en,5.496293,2008-08-08,0.0,make_it_happen,5.4,75.0,0.0
0,35077,en,2.541367,1946-01-28,0.0,three_strangers,6.2,8.0,0.0
0,14353,en,5.25696,2008-07-18,188126.0,repo!_the_genetic_opera,6.7,103.0,0.0
0,27447,en,1.058927,2002-01-01,0.0,edge_of_madness,5.8,6.0,0.0
0,14254,en,10.330423,2009-01-30,41624046.0,the_uninvited,6.3,424.0,0.0
0,16137,fr,4.762443,2008-01-01,0.0,fear(s)_of_the_dark,6.7,15.0,0.0
0,17803,en,8.811327,1993-07-05,0.0,12:01,6.2,33.0,0.0
0,101838,fi,0.209643,2005-08-26,0.0,game_over,3.5,4.0,0.0
0,214436,en,0.106644,2003-11-21,0.0,maria,8.3,2.0,0.0
0,14549,en,2.958584,2009-04-15,0.0,night_train,5.4,50.0,0.0
0,80193,en,0.247007,1932-10-08,0.0,the_big_stampede,3.2,5.0,0.0
112,169869,en,0.917461,1968-05-09,0.0,blue,6.3,2.0,0.0
0,56816,en,0.389459,2008-12-08,0.0,the_visitor,6.0,2.0,0.0
0,38205,fi,0.874388,1997-12-05,0.0,kummeli_goldrush,6.8,15.0,0.0
0,168261,fi,0.038829,2007-11-24,0.0,shadow_of_the_holy_book,5.0,1.0,0.0
50000000,10529,en,14.611182,2008-04-24,7033683.0,outlander,6.1,354.0,0.0
0,75880,en,0.10924,1934-09-21,0.0,belle_of_the_nineties,4.5,3.0,0.0
0,160783,en,0.547438,1950-11-03,0.0,branded,4.2,5.0,0.0
0,58782,en,0.335112,2006-12-12,0.0,a_dead_calling,2.0,3.0,0.0
0,62753,en,0.15772,1954-02-05,0.0,beachhead,4.7,3.0,0.0
0,417285,es,0.001678,1964-02-26,0.0,los_signos_del_zodiaco,0.0,0.0,0.0
0,14582,en,2.490144,2008-10-17,0.0,passchendaele,6.3,26.0,0.0
22500,46595,de,0.801549,1974-01-01,0.0,the_great_ecstasy_of_woodcarver_steiner,7.4,16.0,0.0
4000000,50318,en,4.382184,2007-05-23,907456.0,go_go_tales,5.4,14.0,0.0
0,253116,en,0.627698,1998-01-18,0.0,wrestling_with_alligators,0.0,0.0,0.0
0,94533,en,1.97046,1958-09-03,0.0,the_badlanders,6.1,6.0,0.0
0,44052,en,0.678793,1954-10-28,0.0,black_widow,4.0,5.0,0.0
0,63938,fi,0.713033,2000-05-26,0.0,bad_luck_love,6.8,9.0,0.0
5000000,1977,en,10.510468,2009-05-12,38610009.0,the_grudge_3,5.3,150.0,0.0
0,46725,en,0.51695,1995-01-01,0.0,indictment:_the_mcmartin_trial,6.1,7.0,0.0
0,13510,en,12.515435,2008-09-12,3983997.0,eden_lake,6.7,415.0,0.0
0,15554,en,1.242135,1996-06-22,0.0,triumph_of_the_nerds:_the_rise_of_accidental_empires,7.5,11.0,0.0
60000000,14836,en,16.639915,2009-02-05,124596398.0,coraline,7.3,1432.0,0.0
0,48350,en,1.421706,1973-01-05,0.0,psychomania,6.5,16.0,0.0
0,97915,en,0.139978,1964-01-14,0.0,point_of_order!,5.0,1.0,0.0
0,15003,th,6.272128,2008-02-06,0.0,chocolate,7.0,99.0,0.0
0,141971,fi,0.411949,2008-12-26,0.0,blackout,6.7,3.0,0.0
0,24194,en,4.188751,1986-02-14,0.0,terrorvision,5.8,43.0,0.0
0,14851,en,10.430028,2008-06-20,0.0,the_escapist,6.4,79.0,0.0
38000000,13455,en,11.596222,2009-02-06,45465299.0,push,5.9,671.0,0.0
50000000,4959,en,6.583609,2009-02-03,60161391.0,the_international,6.0,373.0,0.0
12000000,10362,en,8.032616,2008-11-19,3148182.0,two_lovers,6.6,157.0,0.0
40000000,10184,en,8.376094,2009-02-06,177259441.0,he's_just_not_that_into_you,6.2,988.0,0.0
0,16170,is,1.333873,2006-10-20,0.0,jar_city,6.7,20.0,0.0
0,14849,en,4.78341,2009-02-17,0.0,dead_like_me:_life_after_death,5.8,67.0,0.0
0,36764,fi,0.245969,1973-08-24,0.0,uuno_turhapuro,5.7,3.0,0.0
0,111459,en,0.928348,1947-02-21,0.0,california,6.3,3.0,0.0
0,37309,en,0.719063,1946-07-17,0.0,canyon_passage,6.8,12.0,0.0
0,131729,en,1.235102,1998-03-04,0.0,the_con,5.0,3.0,0.0
1000000,52105,en,1.336219,1970-12-08,0.0,husbands,6.1,16.0,0.0
0,60539,en,1.015736,1952-01-13,0.0,the_cimarron_kid,6.2,5.0,0.0
0,28196,en,0.449728,1914-08-02,0.0,the_avenging_conscience:_or_'thou_shalt_not_kill',6.5,4.0,0.0
0,1560,el,2.583187,1990-09-13,0.0,singapore_sling,7.9,20.0,0.0
0,85394,pl,0.731141,2008-11-07,0.0,33_scenes_from_life,6.0,4.0,0.0
0,15060,en,13.284811,2009-02-23,0.0,futurama:_into_the_wild_green_yonder,7.2,134.0,0.0
0,26900,tr,1.961587,1996-11-29,0.0,the_bandit,7.5,51.0,0.0
35000000,15189,en,6.317992,2009-01-16,73034460.0,hotel_for_dogs,5.7,205.0,0.0
0,133328,en,0.187358,1973-12-21,0.0,the_deadly_trackers,5.0,3.0,0.0
3000000,13492,en,8.602956,2007-07-01,0.0,frontier(s),6.0,186.0,0.0
0,70089,ja,2.164527,1992-08-08,0.0,comet_in_moominland,7.3,6.0,0.0
0,4832,en,2.215689,2007-08-17,0.0,the_11th_hour,6.4,28.0,0.0
0,135938,en,0.209106,1995-12-14,0.0,daddy,7.3,6.0,0.0
0,7353,en,9.713124,2008-02-10,0.0,fireflies_in_the_garden,6.4,59.0,0.0
0,14711,en,4.427087,2009-01-25,0.0,afro_samurai:_resurrection,6.7,49.0,0.0
0,52512,ja,0.906583,2004-09-01,0.0,café_lumière,6.7,16.0,0.0
0,98193,ja,1.326898,1968-02-02,0.0,death_by_hanging,7.5,14.0,0.0
1000000,49600,en,0.14217,1971-09-29,0.0,the_last_movie,6.5,4.0,0.0
0,24171,fr,0.582349,2006-09-01,0.0,dry_season,6.8,6.0,0.0
0,47980,en,0.224789,2000-10-16,0.0,jesus_christ_superstar,7.1,4.0,0.0
400000,5677,en,6.272745,1984-11-07,0.0,trancers,6.3,42.0,0.0
0,44618,sv,0.54479,1972-12-16,0.0,the_man_who_quit_smoking,6.7,6.0,0.0
0,16804,ja,8.175019,2008-09-13,69932387.0,departures,7.7,202.0,0.0
0,25405,en,2.804378,2009-09-21,0.0,taking_chance,6.8,31.0,0.0
0,73953,en,0.783703,2008-11-14,0.0,americaneast,6.1,4.0,0.0
1500000,1961,en,8.708789,2007-10-01,173066.0,my_name_is_bruce,5.9,107.0,0.0
0,15148,en,0.982936,2007-01-27,0.0,man_in_the_chair,5.3,4.0,0.0
700000,54838,en,0.100451,1997-01-10,0.0,robinson_in_space,7.5,2.0,0.0
0,15945,en,9.781476,2009-02-20,0.0,the_way_of_war,3.5,12.0,0.0
0,171840,en,0.952744,2000-11-07,0.0,kimberly,3.7,3.0,0.0
0,68190,en,0.188832,2009-06-16,0.0,ralliraita,6.8,4.0,0.0
0,14204,en,0.841644,2007-01-01,0.0,ping_pong_playa,6.0,23.0,0.0
75000000,20829,en,9.900376,2009-07-31,61458982.0,funny_people,5.6,398.0,0.0
0,30508,de,7.292134,2008-10-01,0.0,berlin_calling,7.0,109.0,0.0
9000000,15039,en,5.108627,2009-01-01,0.0,against_the_dark,3.7,42.0,0.0
0,13639,nl,1.586223,2008-07-16,0.0,the_letter_for_the_king,7.0,4.0,0.0
0,47561,en,0.51834,1979-04-27,0.0,firepower,5.6,5.0,0.0
24000000,18884,en,2.278704,2000-07-16,0.0,nuremberg,7.6,23.0,0.0
0,26036,en,6.457462,1956-08-02,0.0,bigger_than_life,7.4,37.0,0.0
0,434306,en,0.100491,1998-07-31,0.0,going_to_kansas_city,5.0,2.0,0.0
0,14977,en,3.159248,2009-02-24,0.0,red_sands,4.0,32.0,0.0
0,157909,en,0.524827,2004-09-23,0.0,show_me,5.6,4.0,0.0
0,21851,en,0.546265,2009-01-01,0.0,the_lost,5.0,3.0,0.0
0,15105,en,4.700631,2009-02-17,0.0,still_waiting...,5.1,27.0,0.0
10000000,17314,en,3.313287,2008-03-04,0.0,pistol_whipped,5.5,26.0,0.0
12000000,24351,en,5.448576,2007-02-20,0.0,flight_of_fury,4.5,24.0,0.0
0,94405,en,0.186768,1955-05-20,0.0,the_far_horizons,4.0,3.0,0.0
0,110761,en,0.712831,2006-03-10,0.0,container,6.1,4.0,0.0
0,38087,en,3.010717,2009-08-28,0.0,mystery_team,6.4,52.0,0.0
0,16177,nl,0.151252,2007-12-20,0.0,killer_babes,7.0,3.0,0.0
0,29363,zh,3.856596,2004-12-09,0.0,a_world_without_thieves,7.1,30.0,0.0
0,79331,en,3.408795,1959-05-01,0.0,the_gunfight_at_dodge_city,4.3,5.0,0.0
0,36499,en,0.795697,1933-06-10,0.0,his_private_secretary,4.1,6.0,0.0
50000000,15268,en,6.660188,2009-02-27,12764201.0,street_fighter:_the_legend_of_chun-li,3.9,113.0,0.0
12000000,17317,en,4.352072,2007-01-01,0.0,urban_justice,5.4,34.0,0.0
0,434,de,1.634982,2006-03-09,0.0,tough_enough,7.2,14.0,0.0
0,15670,en,2.844534,2009-02-16,90508336.0,madea_goes_to_jail,6.4,52.0,0.0
0,206034,en,0.525644,1929-05-22,0.0,the_black_watch,6.3,2.0,0.0
17000000,19255,en,6.590093,2009-06-05,14899417.0,away_we_go,6.7,189.0,0.0
0,43034,en,0.157003,1960-08-01,0.0,hell_to_eternity,10.0,1.0,0.0
0,29117,en,0.938704,1947-10-11,0.0,the_unsuspected,5.2,8.0,0.0
25000000,14979,en,11.923981,2009-01-09,0.0,thick_as_thieves,5.7,223.0,0.0
0,18208,en,1.008726,2006-11-10,0.0,beautiful_ohio,6.5,2.0,0.0
0,41054,it,1.673129,1957-06-22,0.0,il_grido,6.7,17.0,0.0
0,37468,en,0.143869,1950-04-26,0.0,the_big_lift,6.5,4.0,0.0
7275000,8832,it,7.728333,2008-05-23,11260366.0,il_divo,7.5,166.0,0.0
0,50013,ru,0.935968,1966-01-01,0.0,wings,7.0,10.0,0.0
19000000,8279,fr,4.249948,2008-01-19,23550000.0,paris,6.5,79.0,0.0
4000000,14063,en,1.844661,2007-01-10,0.0,adrift_in_manhattan,5.7,5.0,0.0
19000000,13207,en,14.20229,2009-02-11,91379051.0,friday_the_13th,5.7,566.0,0.0
10000000,15067,ko,8.218314,2008-07-16,0.0,"the_good,_the_bad,_the_weird",7.1,196.0,0.0
0,14853,en,4.92638,2009-02-17,0.0,screamers:_the_hunting,4.4,35.0,0.0
0,15159,en,18.54675,2009-02-06,75871032.0,the_pink_panther_2,5.4,323.0,0.0
0,18529,en,2.0531,2008-01-01,0.0,crips_and_bloods:_made_in_america,7.1,13.0,0.0
30000000,7916,en,4.845377,2008-01-01,0.0,far_cry,3.1,73.0,0.0
0,38789,sv,0.002328,1995-09-30,0.0,i_manegen_med_glenn_killing:_live_från_berns,0.0,0.0,0.0
350000,90324,en,0.528211,2009-07-24,0.0,the_english_surgeon,8.7,7.0,0.0
0,67384,fr,0.544788,2001-10-24,0.0,a_hell_of_a_day,7.0,3.0,0.0
0,36281,ja,1.19689,2003-01-01,0.0,shara,5.9,10.0,0.0
0,42818,fr,0.858991,1931-10-09,0.0,marius,6.6,9.0,0.0
0,29717,en,0.414522,2008-01-01,0.0,the_adventures_of_food_boy,5.6,10.0,0.0
0,43873,fr,0.349258,1936-01-01,0.0,césar,9.0,3.0,0.0
0,17158,en,4.952332,2007-09-06,0.0,they_wait,5.0,30.0,0.0
1500000,24221,vi,1.775833,2007-04-27,0.0,the_rebel,6.5,10.0,0.0
70000000,17077,sv,2.109176,2008-09-24,0.0,everlasting_moments,7.9,16.0,0.0
3,47497,pl,0.793633,2008-02-29,0.0,expecting_love,4.0,2.0,0.0
0,10049,en,8.844451,2006-12-05,0.0,attack_force,4.3,25.0,0.0
0,9914,en,6.060635,2006-09-06,0.0,shadow_man,4.3,26.0,0.0
0,40227,en,0.076591,1986-10-03,0.0,playing_for_keeps,5.0,1.0,0.0
18000000,20421,en,3.602031,1991-08-02,11657385.0,rock-a-doodle,5.3,46.0,0.0
0,125858,ja,0.869632,2002-10-26,0.0,tokyo.sora,8.3,4.0,0.0
0,111014,en,0.259613,1999-01-01,0.0,dead_silent,4.1,4.0,0.0
200000,14301,en,8.927994,2008-07-15,3.0,dr._horrible's_sing-along_blog,7.8,236.0,0.0
0,8382,en,2.38008,2005-09-13,0.0,today_you_die,4.0,31.0,0.0
0,13849,en,9.459594,2008-02-07,0.0,the_cottage,6.3,80.0,0.0
0,27061,fr,0.726282,1959-10-16,0.0,two_men_in_manhattan,6.5,12.0,0.0
0,43146,fr,0.507325,1932-11-02,0.0,fanny,6.6,9.0,0.0
0,85330,en,0.713735,2007-01-01,0.0,out_at_the_wedding,5.6,6.0,0.0
0,53574,en,0.251068,1937-12-10,0.0,born_to_the_west,4.1,5.0,0.0
0,74286,en,0.363774,1949-12-02,0.0,the_hasty_heart,6.5,2.0,0.0
0,30906,en,0.004706,2008-10-15,0.0,frontrunners,0.0,0.0,0.0
0,26939,en,0.932765,1987-02-28,0.0,the_quick_and_the_dead,5.4,12.0,0.0
9000000,26127,en,2.506227,1993-08-04,0.0,joshua_tree,5.1,33.0,0.0
18000000,13613,en,6.477482,2008-04-08,0.0,day_of_the_dead,4.7,107.0,0.0
41000000,16538,en,12.929653,2009-03-20,91636986.0,"i_love_you,_man",6.5,531.0,0.0
0,19998,en,2.703354,1949-07-09,0.0,the_big_steal,6.3,21.0,0.0
0,5334,en,3.557657,1962-11-12,0.0,billy_budd,7.8,13.0,0.0
0,26387,en,0.878471,1948-10-13,0.0,night_has_a_thousand_eyes,5.8,8.0,0.0
0,7517,en,0.385761,2006-03-11,0.0,live_free_or_die,5.5,8.0,0.0
0,34474,en,1.007167,1932-09-09,0.0,blonde_venus,6.5,23.0,0.0
0,13094,en,3.915682,2008-10-14,0.0,dance_of_the_dead,6.0,66.0,0.0
0,18781,en,10.80374,2009-03-27,77527732.0,the_haunting_in_connecticut,6.0,317.0,0.0
0,27757,en,0.000124,1991-01-01,0.0,the_little_engine_that_could,0.0,0.0,0.0
78146652,16558,en,9.097953,2009-03-19,60000000.0,duplicity,5.7,203.0,0.0
50000000,13811,en,9.806904,2009-03-19,155446362.0,knowing,5.9,1528.0,0.0
0,17003,en,0.731548,2009-04-03,0.0,sugar,6.5,12.0,0.0
0,80314,ja,0.249609,1998-09-26,0.0,young_thugs:_nostalgia,6.1,5.0,0.0
0,161006,en,0.004706,2008-06-17,82.0,praying_with_lior,0.0,0.0,0.0
8500000,16353,th,8.553506,2008-12-04,8936663.0,ong_bak_2,5.9,156.0,0.0
13000000,15472,sv,9.858687,2009-02-27,104345682.0,the_girl_with_the_dragon_tattoo,7.4,1020.0,0.0
0,52528,en,0.33909,1984-03-29,0.0,bloodbath_at_the_house_of_death,5.6,9.0,0.0
5000000,13090,en,9.098119,2008-01-18,16174377.0,sunshine_cleaning,6.5,256.0,0.0
0,15854,en,6.638013,2008-11-08,0.0,kung_fu_panda:_secrets_of_the_furious_five,6.5,80.0,0.0
0,53651,en,2.893266,1952-11-15,0.0,hangman's_knot,5.7,7.0,0.0
0,58076,en,0.438115,1943-04-29,0.0,immortal_sergeant,6.3,2.0,0.0
0,143240,pl,0.89031,2004-02-13,0.0,nigdy_w_życiu!,5.7,9.0,0.0
0,73856,pl,0.639922,2005-08-05,0.0,the_children_of_leningradsky,8.2,5.0,0.0
15000000,14180,en,3.860361,2005-05-06,0.0,submerged,4.0,32.0,0.0
0,36836,en,1.610079,2001-08-18,0.0,stacy:_attack_of_the_schoolgirl_zombies,4.7,14.0,0.0
0,17166,en,2.127656,2008-07-15,0.0,insanitarium,5.0,26.0,0.0
0,47739,en,1.930301,1955-10-28,0.0,illegal,6.1,7.0,0.0
0,16325,en,6.624498,2009-02-27,500154.0,echelon_conspiracy,5.4,110.0,0.0
0,113321,pl,0.053496,2006-06-29,0.0,jasminum,6.0,1.0,0.0
825000,17097,en,7.134232,2007-09-26,0.0,after_sex,5.2,54.0,0.0
0,46799,pl,1.030329,1971-12-17,0.0,the_third_part_of_the_night,7.3,17.0,0.0
0,19950,hi,1.39827,2009-03-06,0.0,13b:_fear_has_a_new_address,5.7,16.0,0.0
175000000,15512,en,14.243634,2009-03-19,381509870.0,monsters_vs_aliens,6.0,1464.0,0.0
0,14735,en,1.891973,2007-05-18,0.0,boarding_gate,5.1,18.0,0.0
1600000,24220,ro,1.709218,2007-06-01,0.0,california_dreamin',6.2,15.0,0.0
0,21946,fr,4.787284,2007-03-07,0.0,counter_investigation,7.0,69.0,0.0
0,20529,en,1.711226,2008-02-11,0.0,sita_sings_the_blues,6.9,25.0,0.0
0,30155,en,2.512786,2007-04-01,0.0,naked_fear,5.4,14.0,0.0
0,39914,en,0.615145,2005-08-10,0.0,chaos,4.4,7.0,0.0
0,42914,en,0.75757,1932-10-29,0.0,three_on_a_match,6.1,18.0,0.0
0,36392,pl,0.406377,1988-08-15,0.0,kogel-mogel,7.5,6.0,0.0
0,62437,de,0.00022,1971-10-08,0.0,land_of_silence_and_darkness,7.5,16.0,0.0
27000000,6968,de,5.155749,2008-09-24,0.0,the_baader_meinhof_complex,7.1,157.0,0.0
0,13161,en,9.338858,2007-06-06,0.0,big_stan,5.9,178.0,0.0
0,16197,en,1.585469,1996-09-19,0.0,dating_the_enemy,6.7,10.0,0.0
0,53828,en,0.94151,1934-05-10,0.0,blue_steel,4.5,10.0,0.0
0,34015,en,0.89579,2009-08-28,0.0,we_live_in_public,7.4,18.0,0.0
0,13808,en,1.496824,2008-01-01,0.0,strictly_sexual,6.3,27.0,0.0
11500000,14637,en,8.719145,2008-12-19,186702.0,nothing_but_the_truth,6.9,134.0,0.0
0,15912,en,2.634201,2008-06-15,0.0,the_square,6.2,30.0,0.0
0,18096,en,1.668772,2007-08-30,0.0,the_gray_man,5.8,15.0,0.0
0,18094,en,3.414041,2008-01-14,0.0,anvil!_the_story_of_anvil,7.7,85.0,0.0
0,33811,en,0.81594,1949-10-28,0.0,border_incident,7.2,7.0,0.0
280,53863,en,0.110801,1935-04-19,831.0,star_of_midnight,5.3,3.0,0.0
0,16991,en,5.666341,2009-04-10,24007324.0,observe_and_report,5.6,229.0,0.0
0,99283,en,0.220294,1931-12-12,0.0,private_lives,6.1,6.0,0.0
0,94854,en,1.007377,1940-10-08,0.0,too_many_girls,5.0,3.0,0.0
0,43396,en,1.497464,1950-10-04,0.0,union_station,6.0,11.0,0.0
9500000,16614,en,6.77887,2009-04-03,17164377.0,adventureland,6.4,748.0,0.0
0,31273,pl,1.766518,1999-02-08,0.0,with_fire_and_sword,6.7,9.0,0.0
0,18558,en,3.034271,2006-11-03,0.0,scenes_of_a_sexual_nature,5.2,22.0,0.0
0,16071,en,4.701858,2007-04-29,0.0,the_cake_eaters,5.5,39.0,0.0
40000000,20048,en,8.198789,2009-02-05,108332743.0,confessions_of_a_shopaholic,6.1,787.0,0.0
0,8747,en,2.307735,2008-03-08,0.0,the_black_balloon,6.7,31.0,0.0
0,16258,en,7.228413,2009-01-09,0.0,the_butterfly_effect_3:_revelations,5.1,158.0,0.0
0,15451,de,4.717517,2008-05-16,0.0,revanche,7.2,59.0,0.0
0,330711,en,0.008218,2000-01-01,0.0,one_kill,0.0,0.0,0.0
0,82962,en,0.985855,1976-01-14,0.0,killer_force,3.7,3.0,0.0
0,22705,it,6.377611,2000-01-28,0.0,cheeky,5.5,40.0,0.0
0,16005,en,7.444398,2008-09-26,0.0,the_lucky_ones,6.3,55.0,0.0
0,55748,fi,0.002524,2004-08-20,0.0,ystäväni_henry,0.0,0.0,0.0
0,39331,en,0.541255,2003-08-22,0.0,the_body,5.6,7.0,0.0
0,284117,en,0.040068,2008-03-27,0.0,fitna,1.0,1.0,0.0
400000,55500,fi,0.000127,1993-04-30,0.0,the_land_of_happiness,0.0,0.0,0.0
100000000,14164,en,8.876305,2009-04-01,0.0,dragonball_evolution,2.9,475.0,0.0
0,3632,en,1.149111,1936-10-10,0.0,flash_gordon,6.6,10.0,0.0
0,9841,en,4.657671,2006-10-07,0.0,rest_stop,5.0,59.0,0.0
0,91099,es,0.324601,2006-07-14,0.0,your_life_in_65_minutes,6.5,4.0,0.0
0,97421,en,0.702263,1950-08-19,0.0,kansas_raiders,5.9,8.0,0.0
0,43250,en,0.127452,1957-06-21,0.0,the_lonely_man,6.0,2.0,0.0
0,142973,en,0.003545,2008-02-12,0.0,dating_games_people_play,0.0,0.0,0.0
0,55773,en,0.162378,1935-08-03,0.0,man_on_the_flying_trapeze,4.0,2.0,0.0
7000000,1940,en,1.678935,1959-06-24,0.0,porgy_and_bess,5.7,6.0,0.0
0,33726,en,0.803604,1960-03-09,0.0,can-can,7.2,9.0,0.0
0,61070,fi,0.107042,1954-07-30,0.0,pekka_ja_pätkä_lumimiehen_jäljillä,5.7,3.0,0.0
0,93562,en,1.026493,1953-05-13,0.0,law_and_order,4.2,3.0,0.0
0,13557,en,3.137916,2005-11-03,0.0,the_gravedancers,5.7,50.0,0.0
810000,10041,en,1.491366,2006-01-01,0.0,broken,4.8,15.0,0.0
0,31132,pl,1.550559,1997-10-17,0.0,kiler,8.1,18.0,0.0
85000000,13804,en,1.498902,2009-04-02,363164265.0,fast_&_furious,6.5,2426.0,0.0
0,34796,en,2.933003,1930-02-16,0.0,city_girl,7.4,19.0,0.0
0,35849,en,0.545943,1945-10-29,0.0,hangover_square,5.0,10.0,0.0
0,35022,ja,1.804231,1943-03-25,0.0,sanshiro_sugata,6.0,24.0,0.0
0,45965,ja,0.879112,1945-05-03,0.0,sanshiro_sugata_part_two,5.5,10.0,0.0
0,19976,fr,2.771957,2006-09-13,0.0,the_exterminating_angels,4.8,14.0,0.0
0,1387,en,0.640356,1988-04-30,0.0,superstar:_the_karen_carpenter_story,7.5,12.0,0.0
0,21376,en,2.272676,1979-06-01,20200000.0,a_force_of_one,3.6,22.0,0.0
0,16867,en,2.683651,2008-11-21,0.0,gardens_of_the_night,6.5,28.0,0.0
0,19833,en,6.341259,2009-01-22,6149791.0,in_the_loop,7.0,194.0,0.0
0,16919,en,1.015014,2008-06-20,0.0,global_metal,7.6,19.0,0.0
0,15580,en,0.372372,2008-01-01,0.0,the_end_of_america,7.3,6.0,0.0
0,15801,en,3.646265,2008-12-12,44872.0,what_doesn't_kill_you,6.4,37.0,0.0
0,8902,pt,0.384534,2008-09-05,0.0,linha_de_passe,6.3,10.0,0.0
0,19618,en,3.2125,1954-01-12,0.0,crime_wave,6.5,12.0,0.0
0,83099,fr,1.060091,1953-12-04,0.0,escape_from_fort_bravo,6.0,13.0,0.0
0,27644,en,1.648486,1959-02-15,0.0,ride_lonesome,6.0,29.0,0.0
50000000,18947,en,8.395618,2009-04-01,36348784.0,the_boat_that_rocked,7.2,678.0,0.0
0,128857,en,0.002384,1994-01-01,0.0,apollo_13:_to_the_edge_and_back,0.0,0.0,0.0
0,46096,en,0.751207,1949-02-21,0.0,the_small_back_room,6.6,10.0,0.0
0,67857,en,0.544176,2003-08-24,0.0,the_mindscape_of_alan_moore,6.3,4.0,0.0
20000000,16996,en,11.362762,2009-03-11,136267476.0,17_again,6.1,1388.0,0.0
0,168538,en,1.276602,1983-06-13,0.0,"nana,_the_true_key_of_pleasure",4.7,3.0,0.0
0,8833,it,6.744702,1984-10-19,0.0,double_trouble,6.6,105.0,0.0
70000000,16869,en,16.89564,2009-08-18,319131050.0,inglourious_basterds,7.9,6598.0,0.0
60000000,16995,en,8.905732,2009-04-17,87784194.0,state_of_play,6.7,489.0,0.0
0,99224,en,0.442244,1953-01-03,0.0,the_lawless_breed,6.7,3.0,0.0
0,94139,en,1.121124,1949-06-10,0.0,lust_for_gold,4.7,8.0,0.0
0,10000,es,0.281609,1993-12-25,0.0,la_estrategia_del_caracol,7.2,9.0,0.0
0,44967,ru,1.576387,1925-04-28,0.0,strike,7.2,29.0,0.0
0,91603,en,0.072361,1997-01-01,0.0,the_magic_of_méliès,7.5,2.0,0.0
0,84908,en,0.104367,1935-11-04,0.0,lawless_range,5.3,2.0,0.0
0,45882,fa,1.753255,2005-01-01,0.0,bab'aziz,7.2,8.0,0.0
10000000,21641,en,11.545627,2009-03-27,0.0,the_damned_united,7.2,156.0,0.0
0,13119,ab,0.680742,2008-01-01,0.0,hank_and_mike,6.1,6.0,0.0
20000000,15092,en,10.044642,2009-04-16,34560577.0,crank:_high_voltage,5.9,878.0,0.0
0,51472,en,0.355919,1920-01-11,0.0,the_garage,6.8,6.0,0.0
0,51263,en,0.195632,1926-11-19,0.0,the_strong_man,6.5,2.0,0.0
0,24365,it,2.187464,2006-12-13,0.0,the_final_inquiry,4.0,9.0,0.0
0,38872,en,0.991107,1999-01-08,0.0,kiler-ów_2-óch,8.1,10.0,0.0
0,95977,en,0.102997,1953-01-31,0.0,the_man_behind_the_gun,6.0,1.0,0.0
5000000,17431,en,13.336773,2009-06-12,9760104.0,moon,7.6,1831.0,0.0
0,38870,en,0.001177,1994-05-07,0.0,komedia_malzenska,0.0,0.0,0.0
0,67849,en,1.76,1998-08-20,0.0,break_up,3.8,9.0,0.0
